starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 14 22:08:37 2026	1781492917	344	168	512	168
Sun Jun 14 22:08:27 2026	1781492907	259	254	513	254
Sun Jun 14 22:08:47 2026	1781492927	371	142	513	129
Sun Jun 14 22:08:32 2026	1781492912	309	205	513	198
Sun Jun 14 22:08:37 2026	1781492917	378	136	515	136
Sun Jun 14 22:08:43 2026	1781492923	310	207	517	197
Sun Jun 14 22:08:40 2026	1781492920	346	175	521	170
Sun Jun 14 22:08:33 2026	1781492913	367	155	522	155
Sun Jun 14 22:08:40 2026	1781492920	216	306	522	295
Sun Jun 14 22:08:41 2026	1781492921	296	227	522	223
Sun Jun 14 22:08:27 2026	1781492907	274	248	523	150
Sun Jun 14 22:08:27 2026	1781492907	286	237	523	237
Sun Jun 14 22:08:41 2026	1781492921	307	216	523	216
Sun Jun 14 22:08:29 2026	1781492909	357	168	525	161
Sun Jun 14 22:08:36 2026	1781492916	330	196	526	196
Sun Jun 14 22:08:32 2026	1781492912	221	305	526	294
Sun Jun 14 22:08:39 2026	1781492919	296	232	527	224
Sun Jun 14 22:08:31 2026	1781492911	297	231	527	200
Sun Jun 14 22:08:34 2026	1781492914	337	190	528	182
Sun Jun 14 22:08:29 2026	1781492909	318	210	528	181
Sun Jun 14 22:08:34 2026	1781492914	341	187	528	187
Sun Jun 14 22:08:42 2026	1781492922	318	210	528	169
Sun Jun 14 22:08:46 2026	1781492926	296	232	529	202
Sun Jun 14 22:08:48 2026	1781492928	327	203	530	203
Sun Jun 14 22:08:38 2026	1781492918	279	253	532	227
Sun Jun 14 22:08:48 2026	1781492928	235	297	532	269
Sun Jun 14 22:08:47 2026	1781492927	364	169	533	149
Sun Jun 14 22:08:41 2026	1781492921	294	239	533	220
Sun Jun 14 22:08:46 2026	1781492926	267	267	534	260
Sun Jun 14 22:08:32 2026	1781492912	344	190	534	186
Sun Jun 14 22:08:45 2026	1781492925	273	263	535	263
Sun Jun 14 22:08:38 2026	1781492918	339	197	537	181
Sun Jun 14 22:08:39 2026	1781492919	383	156	539	156
Sun Jun 14 22:08:34 2026	1781492914	238	302	540	302
Sun Jun 14 22:08:30 2026	1781492910	296	244	540	205
Sun Jun 14 22:08:34 2026	1781492914	336	205	541	193
Sun Jun 14 22:08:29 2026	1781492909	377	165	542	159
Sun Jun 14 22:08:47 2026	1781492927	377	166	543	165
Sun Jun 14 22:08:38 2026	1781492918	308	235	543	214
Sun Jun 14 22:08:48 2026	1781492928	356	188	544	188
Sun Jun 14 22:08:31 2026	1781492911	402	142	544	137
Sun Jun 14 22:08:45 2026	1781492925	272	274	545	242
Sun Jun 14 22:08:39 2026	1781492919	281	265	546	265
Sun Jun 14 22:08:46 2026	1781492926	297	253	550	241
Sun Jun 14 22:08:35 2026	1781492915	303	247	550	221
Sun Jun 14 22:08:28 2026	1781492908	347	204	551	126
Sun Jun 14 22:08:39 2026	1781492919	379	172	551	165
Sun Jun 14 22:08:47 2026	1781492927	254	299	553	293
Sun Jun 14 22:08:36 2026	1781492916	374	179	554	154
Sun Jun 14 22:08:45 2026	1781492925	291	263	554	229
Sun Jun 14 22:08:32 2026	1781492912	346	208	554	207
Sun Jun 14 22:08:28 2026	1781492908	283	272	555	245
Sun Jun 14 22:08:46 2026	1781492926	269	287	555	287
Sun Jun 14 22:08:30 2026	1781492910	241	314	556	305
Sun Jun 14 22:08:34 2026	1781492914	331	225	556	165
Sun Jun 14 22:08:36 2026	1781492916	385	173	558	158
Sun Jun 14 22:08:41 2026	1781492921	305	254	559	215
Sun Jun 14 22:08:39 2026	1781492919	353	208	561	181
Sun Jun 14 22:08:39 2026	1781492919	420	141	561	135
Sun Jun 14 22:08:47 2026	1781492927	401	162	563	158
Sun Jun 14 22:08:29 2026	1781492909	368	195	563	176
Sun Jun 14 22:08:47 2026	1781492927	355	210	565	206
Sun Jun 14 22:08:33 2026	1781492913	325	242	568	220
Sun Jun 14 22:08:34 2026	1781492914	225	344	568	343
Sun Jun 14 22:08:39 2026	1781492919	260	308	569	293
Sun Jun 14 22:08:39 2026	1781492919	311	258	569	236
Sun Jun 14 22:08:38 2026	1781492918	395	175	570	175
Sun Jun 14 22:08:36 2026	1781492916	354	219	573	219
Sun Jun 14 22:08:45 2026	1781492925	342	236	578	193
Sun Jun 14 22:08:35 2026	1781492915	315	266	581	246
Sun Jun 14 22:08:43 2026	1781492923	393	189	582	184
Sun Jun 14 22:08:33 2026	1781492913	296	288	583	264
Sun Jun 14 22:08:31 2026	1781492911	237	347	584	347
Sun Jun 14 22:08:43 2026	1781492923	226	359	585	351
Sun Jun 14 22:08:27 2026	1781492907	285	302	587	253
Sun Jun 14 22:08:27 2026	1781492907	302	285	587	273
Sun Jun 14 22:08:46 2026	1781492926	240	349	589	348
Sun Jun 14 22:08:27 2026	1781492907	369	224	593	224
Sun Jun 14 22:08:34 2026	1781492914	256	339	594	312
Sun Jun 14 22:08:48 2026	1781492928	270	327	596	322
Sun Jun 14 22:08:33 2026	1781492913	361	236	597	235
Sun Jun 14 22:08:45 2026	1781492925	287	311	598	243
Sun Jun 14 22:08:32 2026	1781492912	396	201	598	171
Sun Jun 14 22:08:45 2026	1781492925	415	185	600	161
Sun Jun 14 22:08:37 2026	1781492917	433	169	601	149
Sun Jun 14 22:08:33 2026	1781492913	362	243	605	216
Sun Jun 14 22:08:34 2026	1781492914	264	342	606	327
Sun Jun 14 22:08:43 2026	1781492923	445	164	609	153
Sun Jun 14 22:08:32 2026	1781492912	368	241	609	205
Sun Jun 14 22:08:41 2026	1781492921	294	316	611	316
Sun Jun 14 22:08:47 2026	1781492927	443	167	611	167
Sun Jun 14 22:08:27 2026	1781492907	305	306	611	305
Sun Jun 14 22:08:27 2026	1781492907	303	309	612	284
Sun Jun 14 22:08:46 2026	1781492926	309	304	612	277
Sun Jun 14 22:08:28 2026	1781492908	468	145	613	125
Sun Jun 14 22:08:47 2026	1781492927	385	231	616	191
Sun Jun 14 22:08:38 2026	1781492918	283	334	617	161
Sun Jun 14 22:08:43 2026	1781492923	382	236	618	236
Sun Jun 14 22:08:44 2026	1781492924	395	224	619	214
Sun Jun 14 22:08:34 2026	1781492914	441	178	619	178
Sun Jun 14 22:08:46 2026	1781492926	360	260	619	205
Sun Jun 14 22:08:40 2026	1781492920	286	333	619	328
Sun Jun 14 22:08:36 2026	1781492916	421	200	621	200
Sun Jun 14 22:08:33 2026	1781492913	374	249	623	249
Sun Jun 14 22:08:35 2026	1781492915	341	283	624	263
Sun Jun 14 22:08:36 2026	1781492916	330	295	625	295
Sun Jun 14 22:08:30 2026	1781492910	296	330	626	324
Sun Jun 14 22:08:30 2026	1781492910	348	278	626	277
Sun Jun 14 22:08:37 2026	1781492917	308	318	626	277
Sun Jun 14 22:08:43 2026	1781492923	433	193	626	176
Sun Jun 14 22:08:41 2026	1781492921	252	375	627	374
Sun Jun 14 22:08:41 2026	1781492921	476	151	627	127
Sun Jun 14 22:08:38 2026	1781492918	455	173	627	167
Sun Jun 14 22:08:41 2026	1781492921	329	299	628	299
Sun Jun 14 22:08:33 2026	1781492913	416	212	628	207
Sun Jun 14 22:08:31 2026	1781492911	489	139	629	138
Sun Jun 14 22:08:34 2026	1781492914	261	368	629	363
Sun Jun 14 22:08:41 2026	1781492921	405	224	629	187
Sun Jun 14 22:08:41 2026	1781492921	230	399	630	390
Sun Jun 14 22:08:43 2026	1781492923	415	216	631	209
Sun Jun 14 22:08:32 2026	1781492912	244	387	631	363
Sun Jun 14 22:08:31 2026	1781492911	417	215	632	195
Sun Jun 14 22:08:35 2026	1781492915	379	259	638	257
Sun Jun 14 22:08:29 2026	1781492909	293	345	638	180
Sun Jun 14 22:08:44 2026	1781492924	257	383	640	376
Sun Jun 14 22:08:33 2026	1781492913	432	208	640	185
Sun Jun 14 22:08:43 2026	1781492923	496	145	640	137
Sun Jun 14 22:08:37 2026	1781492917	285	357	642	320
Sun Jun 14 22:08:43 2026	1781492923	343	300	643	254
Sun Jun 14 22:08:34 2026	1781492914	365	279	644	273
Sun Jun 14 22:08:46 2026	1781492926	293	351	644	331
Sun Jun 14 22:08:35 2026	1781492915	463	184	646	177
Sun Jun 14 22:08:34 2026	1781492914	473	173	646	152
Sun Jun 14 22:08:37 2026	1781492917	312	335	647	150
Sun Jun 14 22:08:41 2026	1781492921	300	348	648	290
Sun Jun 14 22:08:30 2026	1781492910	294	355	649	349
Sun Jun 14 22:08:40 2026	1781492920	474	177	651	152
Sun Jun 14 22:08:44 2026	1781492924	271	380	651	374
Sun Jun 14 22:08:42 2026	1781492922	347	305	652	278
Sun Jun 14 22:08:41 2026	1781492921	251	402	653	379
Sun Jun 14 22:08:35 2026	1781492915	385	270	655	269
Sun Jun 14 22:08:41 2026	1781492921	255	399	655	378
Sun Jun 14 22:08:41 2026	1781492921	265	389	655	378
Sun Jun 14 22:08:36 2026	1781492916	365	292	657	282
Sun Jun 14 22:08:31 2026	1781492911	358	300	658	296
Sun Jun 14 22:08:40 2026	1781492920	331	328	659	311
Sun Jun 14 22:08:32 2026	1781492912	459	200	659	187
Sun Jun 14 22:08:29 2026	1781492909	447	213	660	148
Sun Jun 14 22:08:48 2026	1781492928	254	408	663	403
Sun Jun 14 22:08:35 2026	1781492915	264	399	664	384
Sun Jun 14 22:08:34 2026	1781492914	440	225	665	224
Sun Jun 14 22:08:41 2026	1781492921	353	313	666	293
Sun Jun 14 22:08:45 2026	1781492925	490	179	670	174
Sun Jun 14 22:08:45 2026	1781492925	453	218	671	218
Sun Jun 14 22:08:35 2026	1781492915	363	312	675	300
Sun Jun 14 22:08:43 2026	1781492923	375	300	675	241
Sun Jun 14 22:08:43 2026	1781492923	485	192	677	192
Sun Jun 14 22:08:45 2026	1781492925	506	173	679	173
Sun Jun 14 22:08:38 2026	1781492918	448	233	681	220
Sun Jun 14 22:08:43 2026	1781492923	512	171	683	165
Sun Jun 14 22:08:40 2026	1781492920	444	241	684	223
Sun Jun 14 22:08:44 2026	1781492924	325	360	685	344
Sun Jun 14 22:08:45 2026	1781492925	456	230	686	192
Sun Jun 14 22:08:38 2026	1781492918	412	275	687	274
Sun Jun 14 22:08:30 2026	1781492910	296	391	688	342
Sun Jun 14 22:08:35 2026	1781492915	337	352	689	322
Sun Jun 14 22:08:40 2026	1781492920	315	378	693	343
Sun Jun 14 22:08:43 2026	1781492923	397	296	693	253
Sun Jun 14 22:08:31 2026	1781492911	494	202	697	169
Sun Jun 14 22:08:36 2026	1781492916	433	264	697	250
Sun Jun 14 22:08:37 2026	1781492917	245	452	697	452
Sun Jun 14 22:08:38 2026	1781492918	335	365	700	343
Sun Jun 14 22:08:31 2026	1781492911	523	177	701	177
Sun Jun 14 22:08:44 2026	1781492924	341	361	702	360
Sun Jun 14 22:08:36 2026	1781492916	412	290	702	238
Sun Jun 14 22:08:36 2026	1781492916	411	293	703	263
Sun Jun 14 22:08:39 2026	1781492919	393	311	704	137
Sun Jun 14 22:08:34 2026	1781492914	470	235	704	222
Sun Jun 14 22:08:39 2026	1781492919	546	159	705	151
Sun Jun 14 22:08:36 2026	1781492916	383	324	707	291
Sun Jun 14 22:08:43 2026	1781492923	540	167	707	162
Sun Jun 14 22:08:46 2026	1781492926	475	237	713	190
Sun Jun 14 22:08:43 2026	1781492923	495	218	713	184
Sun Jun 14 22:08:27 2026	1781492907	289	425	714	326
Sun Jun 14 22:08:31 2026	1781492911	475	241	716	241
Sun Jun 14 22:08:41 2026	1781492921	460	256	716	256
Sun Jun 14 22:08:40 2026	1781492920	510	207	717	207
Sun Jun 14 22:08:42 2026	1781492922	296	423	719	376
Sun Jun 14 22:08:41 2026	1781492921	425	294	720	294
Sun Jun 14 22:08:35 2026	1781492915	327	394	721	379
Sun Jun 14 22:08:44 2026	1781492924	491	232	722	232
Sun Jun 14 22:08:27 2026	1781492907	288	437	725	437
Sun Jun 14 22:08:38 2026	1781492918	287	443	729	442
Sun Jun 14 22:08:44 2026	1781492924	396	338	734	338
Sun Jun 14 22:08:37 2026	1781492917	265	475	740	441
Sun Jun 14 22:08:37 2026	1781492917	318	422	741	418
Sun Jun 14 22:08:31 2026	1781492911	542	199	741	185
Sun Jun 14 22:08:37 2026	1781492917	485	257	742	246
Sun Jun 14 22:08:41 2026	1781492921	461	284	745	277
Sun Jun 14 22:08:41 2026	1781492921	459	287	745	271
Sun Jun 14 22:08:39 2026	1781492919	459	288	747	283
Sun Jun 14 22:08:37 2026	1781492917	325	422	747	422
Sun Jun 14 22:08:40 2026	1781492920	586	163	749	163
Sun Jun 14 22:08:42 2026	1781492922	309	440	749	411
Sun Jun 14 22:08:44 2026	1781492924	347	403	751	382
Sun Jun 14 22:08:35 2026	1781492915	397	354	751	345
Sun Jun 14 22:08:35 2026	1781492915	402	354	756	333
Sun Jun 14 22:08:35 2026	1781492915	548	209	757	199
Sun Jun 14 22:08:42 2026	1781492922	325	434	759	396
Sun Jun 14 22:08:42 2026	1781492922	329	430	759	392
Sun Jun 14 22:08:37 2026	1781492917	537	223	759	222
Sun Jun 14 22:08:35 2026	1781492915	431	328	760	316
Sun Jun 14 22:08:37 2026	1781492917	329	434	763	434
Sun Jun 14 22:08:36 2026	1781492916	451	313	765	309
Sun Jun 14 22:08:40 2026	1781492920	595	170	765	159
Sun Jun 14 22:08:38 2026	1781492918	418	351	769	351
Sun Jun 14 22:08:35 2026	1781492915	537	235	771	215
Sun Jun 14 22:08:42 2026	1781492922	336	436	772	435
Sun Jun 14 22:08:43 2026	1781492923	447	327	774	295
Sun Jun 14 22:08:35 2026	1781492915	546	230	776	225
Sun Jun 14 22:08:44 2026	1781492924	438	340	777	322
Sun Jun 14 22:08:28 2026	1781492908	458	325	782	142
Sun Jun 14 22:08:41 2026	1781492921	365	421	786	420
Sun Jun 14 22:08:38 2026	1781492918	482	305	786	274
Sun Jun 14 22:08:37 2026	1781492917	506	280	787	226
Sun Jun 14 22:08:40 2026	1781492920	560	228	788	223
Sun Jun 14 22:08:48 2026	1781492928	426	364	790	364
Sun Jun 14 22:08:36 2026	1781492916	461	330	791	289
Sun Jun 14 22:08:41 2026	1781492921	463	329	792	315
Sun Jun 14 22:08:27 2026	1781492907	317	477	794	462
Sun Jun 14 22:08:36 2026	1781492916	465	329	794	309
Sun Jun 14 22:08:27 2026	1781492907	290	505	794	348
Sun Jun 14 22:08:27 2026	1781492907	317	478	795	422
Sun Jun 14 22:08:38 2026	1781492918	573	222	795	154
Sun Jun 14 22:08:42 2026	1781492922	312	485	796	477
Sun Jun 14 22:08:41 2026	1781492921	375	421	796	383
Sun Jun 14 22:08:38 2026	1781492918	291	506	797	506
Sun Jun 14 22:08:39 2026	1781492919	525	273	797	272
Sun Jun 14 22:08:44 2026	1781492924	471	328	799	319
Sun Jun 14 22:08:39 2026	1781492919	529	272	801	265
Sun Jun 14 22:08:44 2026	1781492924	383	419	802	376
Sun Jun 14 22:08:44 2026	1781492924	379	424	803	332
Sun Jun 14 22:08:42 2026	1781492922	405	398	804	398
Sun Jun 14 22:08:36 2026	1781492916	476	330	806	325
Sun Jun 14 22:08:48 2026	1781492928	460	346	807	266
Sun Jun 14 22:08:30 2026	1781492910	478	329	807	242
Sun Jun 14 22:08:40 2026	1781492920	409	400	809	387
Sun Jun 14 22:08:39 2026	1781492919	377	432	809	367
Sun Jun 14 22:08:41 2026	1781492921	612	198	810	192
Sun Jun 14 22:08:36 2026	1781492916	527	284	811	253
Sun Jun 14 22:08:36 2026	1781492916	569	243	812	243
Sun Jun 14 22:08:43 2026	1781492923	590	223	813	211
Sun Jun 14 22:08:35 2026	1781492915	515	298	813	275
Sun Jun 14 22:08:41 2026	1781492921	462	351	813	316
Sun Jun 14 22:08:41 2026	1781492921	463	351	813	337
Sun Jun 14 22:08:30 2026	1781492910	490	337	827	227
Sun Jun 14 22:08:44 2026	1781492924	542	289	832	284
Sun Jun 14 22:08:44 2026	1781492924	416	418	834	410
Sun Jun 14 22:08:35 2026	1781492915	464	370	834	364
Sun Jun 14 22:08:36 2026	1781492916	358	477	835	451
Sun Jun 14 22:08:27 2026	1781492907	322	514	836	514
Sun Jun 14 22:08:27 2026	1781492907	318	518	836	476
Sun Jun 14 22:08:42 2026	1781492922	396	441	837	427
Sun Jun 14 22:08:43 2026	1781492923	448	392	839	383
Sun Jun 14 22:08:28 2026	1781492908	476	365	841	364
Sun Jun 14 22:08:44 2026	1781492924	562	280	842	280
Sun Jun 14 22:08:43 2026	1781492923	493	349	843	341
Sun Jun 14 22:08:33 2026	1781492913	464	383	847	363
Sun Jun 14 22:08:31 2026	1781492911	645	204	849	155
Sun Jun 14 22:08:37 2026	1781492917	449	401	849	377
Sun Jun 14 22:08:34 2026	1781492914	318	532	850	459
Sun Jun 14 22:08:36 2026	1781492916	363	492	855	481
Sun Jun 14 22:08:35 2026	1781492915	548	309	857	295
Sun Jun 14 22:08:44 2026	1781492924	446	412	858	401
Sun Jun 14 22:08:39 2026	1781492919	530	330	860	321
Sun Jun 14 22:08:41 2026	1781492921	464	396	860	370
Sun Jun 14 22:08:44 2026	1781492924	434	429	863	352
Sun Jun 14 22:08:43 2026	1781492923	392	480	872	375
Sun Jun 14 22:08:35 2026	1781492915	640	232	872	223
Sun Jun 14 22:08:34 2026	1781492914	341	533	874	391
Sun Jun 14 22:08:39 2026	1781492919	570	305	874	300
Sun Jun 14 22:08:30 2026	1781492910	470	407	877	398
Sun Jun 14 22:08:33 2026	1781492913	519	358	877	358
Sun Jun 14 22:08:33 2026	1781492913	480	399	879	381
Sun Jun 14 22:08:44 2026	1781492924	562	318	880	304
Sun Jun 14 22:08:32 2026	1781492912	492	388	880	388
Sun Jun 14 22:08:35 2026	1781492915	625	256	881	251
Sun Jun 14 22:08:43 2026	1781492923	512	369	881	369
Sun Jun 14 22:08:46 2026	1781492926	491	391	882	390
Sun Jun 14 22:08:43 2026	1781492923	491	392	882	357
Sun Jun 14 22:08:44 2026	1781492924	404	479	883	469
Sun Jun 14 22:08:39 2026	1781492919	400	485	884	438
Sun Jun 14 22:08:30 2026	1781492910	496	389	885	389
Sun Jun 14 22:08:27 2026	1781492907	320	565	885	551
Sun Jun 14 22:08:41 2026	1781492921	370	516	886	516
Sun Jun 14 22:08:30 2026	1781492910	551	338	889	293
Sun Jun 14 22:08:36 2026	1781492916	466	423	889	333
Sun Jun 14 22:08:27 2026	1781492907	327	563	891	558
Sun Jun 14 22:08:43 2026	1781492923	689	203	893	203
Sun Jun 14 22:08:28 2026	1781492908	732	163	895	147
Sun Jun 14 22:08:31 2026	1781492911	608	288	896	279
Sun Jun 14 22:08:43 2026	1781492923	393	503	896	414
Sun Jun 14 22:08:40 2026	1781492920	605	292	897	281
Sun Jun 14 22:08:35 2026	1781492915	611	288	898	250
Sun Jun 14 22:08:30 2026	1781492910	523	376	899	283
Sun Jun 14 22:08:44 2026	1781492924	407	494	901	484
Sun Jun 14 22:08:33 2026	1781492913	501	401	902	390
Sun Jun 14 22:08:35 2026	1781492915	550	353	903	317
Sun Jun 14 22:08:35 2026	1781492915	603	300	904	294
Sun Jun 14 22:08:44 2026	1781492924	516	388	904	342
Sun Jun 14 22:08:41 2026	1781492921	468	440	908	415
Sun Jun 14 22:08:41 2026	1781492921	698	210	908	210
Sun Jun 14 22:08:37 2026	1781492917	517	394	911	394
Sun Jun 14 22:08:35 2026	1781492915	601	311	912	281
Sun Jun 14 22:08:28 2026	1781492908	681	233	914	227
Sun Jun 14 22:08:43 2026	1781492923	722	192	915	187
Sun Jun 14 22:08:28 2026	1781492908	545	370	915	356
Sun Jun 14 22:08:33 2026	1781492913	587	328	915	231
Sun Jun 14 22:08:27 2026	1781492907	368	548	917	527
Sun Jun 14 22:08:31 2026	1781492911	579	339	917	319
Sun Jun 14 22:08:30 2026	1781492910	378	541	920	522
Sun Jun 14 22:08:28 2026	1781492908	744	176	920	162
Sun Jun 14 22:08:36 2026	1781492916	614	307	921	238
Sun Jun 14 22:08:27 2026	1781492907	370	551	921	537
Sun Jun 14 22:08:37 2026	1781492917	568	355	923	349
Sun Jun 14 22:08:37 2026	1781492917	466	458	924	152
Sun Jun 14 22:08:44 2026	1781492924	540	384	924	362
Sun Jun 14 22:08:44 2026	1781492924	537	387	925	387
Sun Jun 14 22:08:27 2026	1781492907	377	551	929	542
Sun Jun 14 22:08:35 2026	1781492915	657	272	930	268
Sun Jun 14 22:08:35 2026	1781492915	521	409	931	404
Sun Jun 14 22:08:31 2026	1781492911	568	365	933	266
Sun Jun 14 22:08:27 2026	1781492907	321	613	934	532
Sun Jun 14 22:08:42 2026	1781492922	619	316	935	315
Sun Jun 14 22:08:27 2026	1781492907	302	633	935	633
Sun Jun 14 22:08:35 2026	1781492915	696	241	937	215
Sun Jun 14 22:08:34 2026	1781492914	642	295	937	294
Sun Jun 14 22:08:35 2026	1781492915	687	250	937	225
Sun Jun 14 22:08:33 2026	1781492913	522	417	939	391
Sun Jun 14 22:08:34 2026	1781492914	726	214	940	200
Sun Jun 14 22:08:45 2026	1781492925	681	260	941	259
Sun Jun 14 22:08:45 2026	1781492925	673	268	941	246
Sun Jun 14 22:08:40 2026	1781492920	563	379	942	369
Sun Jun 14 22:08:36 2026	1781492916	573	370	943	370
Sun Jun 14 22:08:34 2026	1781492914	731	213	944	186
Sun Jun 14 22:08:33 2026	1781492913	595	349	944	349
Sun Jun 14 22:08:41 2026	1781492921	611	334	945	323
Sun Jun 14 22:08:40 2026	1781492920	633	312	945	308
Sun Jun 14 22:08:36 2026	1781492916	683	263	946	257
Sun Jun 14 22:08:44 2026	1781492924	565	381	946	317
Sun Jun 14 22:08:28 2026	1781492908	590	359	949	358
Sun Jun 14 22:08:39 2026	1781492919	464	485	949	446
Sun Jun 14 22:08:37 2026	1781492917	561	389	949	374
Sun Jun 14 22:08:44 2026	1781492924	604	345	950	325
Sun Jun 14 22:08:35 2026	1781492915	630	321	951	316
Sun Jun 14 22:08:44 2026	1781492924	630	321	952	298
Sun Jun 14 22:08:36 2026	1781492916	668	285	953	285
Sun Jun 14 22:08:39 2026	1781492919	512	442	954	442
Sun Jun 14 22:08:47 2026	1781492927	595	364	959	354
Sun Jun 14 22:08:36 2026	1781492916	437	523	960	504
Sun Jun 14 22:08:43 2026	1781492923	573	389	962	379
