starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 14 22:08:10 2026	1781492890	220	141	361	134
Sun Jun 14 22:08:01 2026	1781492881	215	146	361	141
Sun Jun 14 22:08:12 2026	1781492892	223	138	361	132
Sun Jun 14 22:08:04 2026	1781492884	195	166	361	125
Sun Jun 14 22:08:05 2026	1781492885	222	139	361	136
Sun Jun 14 22:08:13 2026	1781492893	214	148	361	140
Sun Jun 14 22:07:58 2026	1781492878	230	131	361	116
Sun Jun 14 22:07:58 2026	1781492878	215	147	361	142
Sun Jun 14 22:08:03 2026	1781492883	213	148	361	139
Sun Jun 14 22:08:13 2026	1781492893	225	136	361	124
Sun Jun 14 22:08:00 2026	1781492880	224	137	362	137
Sun Jun 14 22:07:58 2026	1781492878	239	123	362	123
Sun Jun 14 22:08:17 2026	1781492897	206	157	362	139
Sun Jun 14 22:08:00 2026	1781492880	223	140	362	119
Sun Jun 14 22:07:59 2026	1781492879	224	138	362	135
Sun Jun 14 22:08:24 2026	1781492904	238	125	363	123
Sun Jun 14 22:08:00 2026	1781492880	246	116	363	112
Sun Jun 14 22:08:07 2026	1781492887	210	153	363	136
Sun Jun 14 22:08:00 2026	1781492880	234	129	363	128
Sun Jun 14 22:08:07 2026	1781492887	245	119	363	118
Sun Jun 14 22:07:59 2026	1781492879	240	123	363	118
Sun Jun 14 22:08:08 2026	1781492888	217	147	363	144
Sun Jun 14 22:08:13 2026	1781492893	224	140	363	114
Sun Jun 14 22:08:17 2026	1781492897	240	123	363	121
Sun Jun 14 22:07:57 2026	1781492877	219	145	363	138
Sun Jun 14 22:08:10 2026	1781492890	208	156	364	144
Sun Jun 14 22:07:59 2026	1781492879	225	139	364	134
Sun Jun 14 22:08:01 2026	1781492881	218	146	364	145
Sun Jun 14 22:08:01 2026	1781492881	205	159	364	153
Sun Jun 14 22:08:21 2026	1781492901	214	150	364	136
Sun Jun 14 22:08:25 2026	1781492905	208	156	364	156
Sun Jun 14 22:08:24 2026	1781492904	240	125	364	124
Sun Jun 14 22:08:11 2026	1781492891	229	135	364	126
Sun Jun 14 22:08:19 2026	1781492899	239	125	364	123
Sun Jun 14 22:07:59 2026	1781492879	235	130	364	123
Sun Jun 14 22:08:08 2026	1781492888	242	122	364	117
Sun Jun 14 22:08:08 2026	1781492888	241	123	364	120
Sun Jun 14 22:08:21 2026	1781492901	222	142	365	126
Sun Jun 14 22:08:21 2026	1781492901	213	152	365	149
Sun Jun 14 22:08:23 2026	1781492903	205	160	365	160
Sun Jun 14 22:08:04 2026	1781492884	212	153	365	149
Sun Jun 14 22:08:08 2026	1781492888	240	125	365	124
Sun Jun 14 22:08:23 2026	1781492903	216	150	366	144
Sun Jun 14 22:08:14 2026	1781492894	210	156	366	128
Sun Jun 14 22:08:14 2026	1781492894	199	167	366	159
Sun Jun 14 22:08:17 2026	1781492897	213	153	366	151
Sun Jun 14 22:08:13 2026	1781492893	208	158	366	157
Sun Jun 14 22:08:11 2026	1781492891	224	143	366	140
Sun Jun 14 22:08:00 2026	1781492880	242	124	366	119
Sun Jun 14 22:08:11 2026	1781492891	232	135	366	128
Sun Jun 14 22:08:01 2026	1781492881	213	154	366	153
Sun Jun 14 22:08:13 2026	1781492893	231	136	367	120
Sun Jun 14 22:08:02 2026	1781492882	215	152	367	151
Sun Jun 14 22:08:12 2026	1781492892	233	134	367	133
Sun Jun 14 22:08:00 2026	1781492880	238	130	367	126
Sun Jun 14 22:08:08 2026	1781492888	217	150	367	141
Sun Jun 14 22:08:10 2026	1781492890	241	127	367	119
Sun Jun 14 22:08:09 2026	1781492889	242	126	368	123
Sun Jun 14 22:08:19 2026	1781492899	234	134	368	122
Sun Jun 14 22:08:08 2026	1781492888	218	150	368	150
Sun Jun 14 22:08:19 2026	1781492899	207	161	368	123
Sun Jun 14 22:08:06 2026	1781492886	224	144	368	139
Sun Jun 14 22:07:59 2026	1781492879	248	120	368	120
Sun Jun 14 22:08:01 2026	1781492881	219	150	368	133
Sun Jun 14 22:08:07 2026	1781492887	207	161	368	150
Sun Jun 14 22:08:19 2026	1781492899	212	157	368	143
Sun Jun 14 22:08:05 2026	1781492885	215	153	369	134
Sun Jun 14 22:08:13 2026	1781492893	218	150	369	141
Sun Jun 14 22:08:04 2026	1781492884	219	150	369	150
Sun Jun 14 22:08:14 2026	1781492894	204	165	369	145
Sun Jun 14 22:07:59 2026	1781492879	234	135	369	131
Sun Jun 14 22:08:08 2026	1781492888	215	155	369	150
Sun Jun 14 22:08:10 2026	1781492890	213	156	369	148
Sun Jun 14 22:08:10 2026	1781492890	243	126	369	124
Sun Jun 14 22:08:01 2026	1781492881	215	155	369	147
Sun Jun 14 22:08:10 2026	1781492890	236	133	370	129
Sun Jun 14 22:08:10 2026	1781492890	208	162	370	156
Sun Jun 14 22:07:59 2026	1781492879	251	118	370	117
Sun Jun 14 22:08:12 2026	1781492892	259	111	370	111
Sun Jun 14 22:08:15 2026	1781492895	232	138	370	132
Sun Jun 14 22:08:04 2026	1781492884	213	157	370	157
Sun Jun 14 22:08:24 2026	1781492904	217	154	371	126
Sun Jun 14 22:08:05 2026	1781492885	219	152	371	146
Sun Jun 14 22:08:15 2026	1781492895	251	121	372	121
Sun Jun 14 22:07:58 2026	1781492878	238	134	372	134
Sun Jun 14 22:07:59 2026	1781492879	244	128	372	126
Sun Jun 14 22:07:59 2026	1781492879	236	136	372	136
Sun Jun 14 22:08:16 2026	1781492896	202	170	372	170
Sun Jun 14 22:08:21 2026	1781492901	216	157	372	142
Sun Jun 14 22:08:10 2026	1781492890	217	156	372	144
Sun Jun 14 22:08:06 2026	1781492886	233	140	373	136
Sun Jun 14 22:08:06 2026	1781492886	239	134	373	134
Sun Jun 14 22:08:17 2026	1781492897	238	135	373	134
Sun Jun 14 22:08:17 2026	1781492897	234	139	373	135
Sun Jun 14 22:08:18 2026	1781492898	222	151	373	141
Sun Jun 14 22:08:23 2026	1781492903	218	155	373	154
Sun Jun 14 22:08:15 2026	1781492895	247	126	373	126
Sun Jun 14 22:08:25 2026	1781492905	226	147	373	128
Sun Jun 14 22:08:07 2026	1781492887	242	131	373	128
Sun Jun 14 22:08:23 2026	1781492903	236	138	373	132
Sun Jun 14 22:08:16 2026	1781492896	228	146	374	146
Sun Jun 14 22:08:05 2026	1781492885	230	143	374	143
Sun Jun 14 22:08:18 2026	1781492898	253	121	374	115
Sun Jun 14 22:08:06 2026	1781492886	225	149	374	122
Sun Jun 14 22:07:58 2026	1781492878	236	138	374	135
Sun Jun 14 22:08:06 2026	1781492886	210	164	374	159
Sun Jun 14 22:08:25 2026	1781492905	247	127	374	127
Sun Jun 14 22:08:15 2026	1781492895	240	134	374	130
Sun Jun 14 22:08:04 2026	1781492884	250	124	374	124
Sun Jun 14 22:08:13 2026	1781492893	240	135	374	121
Sun Jun 14 22:08:03 2026	1781492883	245	130	375	126
Sun Jun 14 22:07:57 2026	1781492877	246	128	375	124
Sun Jun 14 22:08:14 2026	1781492894	238	137	375	136
Sun Jun 14 22:08:04 2026	1781492884	239	136	375	136
Sun Jun 14 22:08:03 2026	1781492883	229	146	375	134
Sun Jun 14 22:08:04 2026	1781492884	233	143	375	123
Sun Jun 14 22:08:01 2026	1781492881	235	140	375	118
Sun Jun 14 22:07:58 2026	1781492878	243	132	375	132
Sun Jun 14 22:08:00 2026	1781492880	230	146	376	146
Sun Jun 14 22:08:03 2026	1781492883	214	163	376	156
Sun Jun 14 22:07:59 2026	1781492879	238	139	377	138
Sun Jun 14 22:08:18 2026	1781492898	256	121	377	116
Sun Jun 14 22:08:05 2026	1781492885	223	154	377	117
Sun Jun 14 22:08:06 2026	1781492886	225	152	377	147
Sun Jun 14 22:08:15 2026	1781492895	227	150	378	145
Sun Jun 14 22:08:16 2026	1781492896	219	159	378	142
Sun Jun 14 22:08:03 2026	1781492883	255	123	378	115
Sun Jun 14 22:08:21 2026	1781492901	220	158	378	149
Sun Jun 14 22:07:58 2026	1781492878	237	141	378	136
Sun Jun 14 22:08:03 2026	1781492883	220	159	379	152
Sun Jun 14 22:08:18 2026	1781492898	244	135	379	128
Sun Jun 14 22:08:06 2026	1781492886	214	164	379	141
Sun Jun 14 22:07:57 2026	1781492877	224	155	379	148
Sun Jun 14 22:08:05 2026	1781492885	237	142	379	121
Sun Jun 14 22:08:19 2026	1781492899	233	146	379	127
Sun Jun 14 22:08:04 2026	1781492884	208	170	379	128
Sun Jun 14 22:08:12 2026	1781492892	227	152	379	148
Sun Jun 14 22:08:17 2026	1781492897	255	125	379	123
Sun Jun 14 22:08:11 2026	1781492891	247	133	379	127
Sun Jun 14 22:08:04 2026	1781492884	214	166	380	148
Sun Jun 14 22:07:57 2026	1781492877	245	135	380	122
Sun Jun 14 22:08:20 2026	1781492900	204	176	380	170
Sun Jun 14 22:08:02 2026	1781492882	243	137	380	117
Sun Jun 14 22:08:06 2026	1781492886	247	134	381	123
Sun Jun 14 22:08:00 2026	1781492880	242	139	381	139
Sun Jun 14 22:08:12 2026	1781492892	223	158	381	141
Sun Jun 14 22:08:17 2026	1781492897	217	164	381	151
Sun Jun 14 22:08:12 2026	1781492892	220	161	381	161
Sun Jun 14 22:08:09 2026	1781492889	245	136	381	123
Sun Jun 14 22:08:16 2026	1781492896	257	124	381	124
Sun Jun 14 22:08:19 2026	1781492899	233	148	381	127
Sun Jun 14 22:08:23 2026	1781492903	228	153	381	143
Sun Jun 14 22:08:18 2026	1781492898	247	134	382	129
Sun Jun 14 22:08:08 2026	1781492888	217	165	382	159
Sun Jun 14 22:08:24 2026	1781492904	251	131	382	126
Sun Jun 14 22:08:19 2026	1781492899	214	168	382	163
Sun Jun 14 22:08:04 2026	1781492884	223	159	382	159
Sun Jun 14 22:08:04 2026	1781492884	217	166	383	163
Sun Jun 14 22:08:23 2026	1781492903	239	144	383	144
Sun Jun 14 22:08:19 2026	1781492899	200	184	384	163
Sun Jun 14 22:08:09 2026	1781492889	235	149	384	134
Sun Jun 14 22:08:20 2026	1781492900	207	177	384	146
Sun Jun 14 22:08:13 2026	1781492893	217	167	384	162
Sun Jun 14 22:07:58 2026	1781492878	197	187	384	137
Sun Jun 14 22:08:00 2026	1781492880	263	121	384	121
