starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 14 22:13:05 2026	1781493185	1756	5349	7105	5018
Sun Jun 14 22:13:04 2026	1781493184	1364	5751	7115	1373
Sun Jun 14 22:13:04 2026	1781493184	2401	4715	7116	3507
Sun Jun 14 22:13:04 2026	1781493184	6213	908	7121	907
Sun Jun 14 22:13:04 2026	1781493184	6290	847	7137	680
Sun Jun 14 22:13:04 2026	1781493184	5524	1619	7143	1206
Sun Jun 14 22:13:04 2026	1781493184	1401	5794	7195	3919
Sun Jun 14 22:13:04 2026	1781493184	5227	1971	7198	1971
Sun Jun 14 22:13:04 2026	1781493184	5593	1609	7202	1255
Sun Jun 14 22:13:04 2026	1781493184	1373	5830	7203	4050
Sun Jun 14 22:13:05 2026	1781493185	3965	3268	7233	3268
Sun Jun 14 22:13:04 2026	1781493184	1315	5932	7247	1433
Sun Jun 14 22:13:04 2026	1781493184	5317	1935	7252	1617
Sun Jun 14 22:13:05 2026	1781493185	2467	4833	7300	1431
Sun Jun 14 22:13:04 2026	1781493184	3864	3443	7306	2037
Sun Jun 14 22:13:04 2026	1781493184	6679	669	7348	669
Sun Jun 14 22:13:04 2026	1781493184	5525	1888	7412	1209
Sun Jun 14 22:13:04 2026	1781493184	5523	1919	7441	1317
Sun Jun 14 22:13:04 2026	1781493184	5594	1850	7444	1253
Sun Jun 14 22:13:04 2026	1781493184	5964	1525	7490	986
Sun Jun 14 22:13:04 2026	1781493184	5961	1576	7537	959
Sun Jun 14 22:13:04 2026	1781493184	2399	5203	7602	2052
Sun Jun 14 22:13:04 2026	1781493184	635	6972	7607	1817
Sun Jun 14 22:13:04 2026	1781493184	5963	1648	7611	1281
Sun Jun 14 22:13:04 2026	1781493184	4350	3281	7631	1273
Sun Jun 14 22:13:04 2026	1781493184	5978	1654	7633	1005
Sun Jun 14 22:13:04 2026	1781493184	2848	4785	7633	1049
Sun Jun 14 22:13:04 2026	1781493184	3724	3949	7673	2056
Sun Jun 14 22:13:04 2026	1781493184	4350	3374	7724	1336
Sun Jun 14 22:13:04 2026	1781493184	5479	2249	7728	2007
Sun Jun 14 22:13:04 2026	1781493184	5585	2171	7756	1945
Sun Jun 14 22:13:04 2026	1781493184	1406	6367	7773	1760
Sun Jun 14 22:13:04 2026	1781493184	5756	2019	7775	1516
Sun Jun 14 22:13:04 2026	1781493184	5524	2274	7797	1851
Sun Jun 14 22:13:04 2026	1781493184	2445	5354	7799	2950
Sun Jun 14 22:13:04 2026	1781493184	1411	6402	7813	2941
Sun Jun 14 22:13:04 2026	1781493184	2815	5029	7843	913
Sun Jun 14 22:13:04 2026	1781493184	3729	4124	7853	2587
Sun Jun 14 22:13:04 2026	1781493184	5875	1990	7865	1348
Sun Jun 14 22:13:04 2026	1781493184	5525	2346	7871	1883
Sun Jun 14 22:13:04 2026	1781493184	2813	5074	7887	1068
Sun Jun 14 22:13:04 2026	1781493184	5174	2763	7937	2096
Sun Jun 14 22:13:04 2026	1781493184	3878	4148	8026	3939
Sun Jun 14 22:13:04 2026	1781493184	6648	1380	8028	696
Sun Jun 14 22:13:04 2026	1781493184	2698	5341	8039	2380
Sun Jun 14 22:13:04 2026	1781493184	5361	2747	8108	2085
Sun Jun 14 22:13:04 2026	1781493184	5687	2456	8143	1869
Sun Jun 14 22:13:04 2026	1781493184	1904	6262	8166	3006
Sun Jun 14 22:13:07 2026	1781493187	2399	5773	8172	1249
Sun Jun 14 22:13:05 2026	1781493185	1349	6834	8183	1162
Sun Jun 14 22:13:04 2026	1781493184	6328	1871	8199	1536
Sun Jun 14 22:13:04 2026	1781493184	5963	2240	8203	1696
Sun Jun 14 22:13:04 2026	1781493184	6281	1927	8208	1580
Sun Jun 14 22:13:04 2026	1781493184	993	7370	8364	1365
Sun Jun 14 22:13:04 2026	1781493184	4327	4074	8401	1361
Sun Jun 14 22:13:04 2026	1781493184	5686	2716	8403	2696
Sun Jun 14 22:13:04 2026	1781493184	823	7651	8474	1517
Sun Jun 14 22:13:04 2026	1781493184	5525	2986	8511	2818
Sun Jun 14 22:13:04 2026	1781493184	5964	2592	8555	969
Sun Jun 14 22:13:04 2026	1781493184	1344	7232	8576	4551
Sun Jun 14 22:13:04 2026	1781493184	5171	3423	8594	2100
Sun Jun 14 22:13:04 2026	1781493184	1363	7320	8683	1373
Sun Jun 14 22:13:04 2026	1781493184	1383	7301	8684	7260
Sun Jun 14 22:13:04 2026	1781493184	5177	3548	8726	2085
Sun Jun 14 22:13:04 2026	1781493184	6306	2482	8788	2337
Sun Jun 14 22:13:04 2026	1781493184	6309	2481	8790	2333
Sun Jun 14 22:13:05 2026	1781493185	1333	7459	8792	1040
Sun Jun 14 22:13:04 2026	1781493184	6308	2493	8801	2290
Sun Jun 14 22:13:04 2026	1781493184	6307	2531	8838	2292
Sun Jun 14 22:13:04 2026	1781493184	4595	4376	8970	346
Sun Jun 14 22:13:04 2026	1781493184	5437	3645	9081	3452
Sun Jun 14 22:13:04 2026	1781493184	5762	3370	9132	3256
Sun Jun 14 22:13:04 2026	1781493184	1361	7817	9178	1853
Sun Jun 14 22:13:04 2026	1781493184	5759	3436	9195	3309
Sun Jun 14 22:13:04 2026	1781493184	1951	7421	9372	7324
Sun Jun 14 22:13:04 2026	1781493184	4598	4930	9528	442
Sun Jun 14 22:13:04 2026	1781493184	2698	7907	10605	4962
Sun Jun 14 22:13:05 2026	1781493185	2706	8051	10757	7971
Sun Jun 14 22:13:04 2026	1781493184	1808	9664	11472	9637
Sun Jun 14 22:13:05 2026	1781493185	3992	7965	11957	7873
Sun Jun 14 22:13:05 2026	1781493185	4982	7686	12668	1043
