starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 14 22:13:04 2026	1781493184	361	1047	1408	405
Sun Jun 14 22:13:04 2026	1781493184	385	1023	1408	1022
Sun Jun 14 22:13:04 2026	1781493184	384	1025	1408	1024
Sun Jun 14 22:13:04 2026	1781493184	475	934	1409	934
Sun Jun 14 22:13:04 2026	1781493184	473	939	1413	938
Sun Jun 14 22:13:04 2026	1781493184	525	895	1420	889
Sun Jun 14 22:13:04 2026	1781493184	527	895	1421	895
Sun Jun 14 22:13:04 2026	1781493184	570	907	1477	898
Sun Jun 14 22:13:04 2026	1781493184	738	749	1487	749
Sun Jun 14 22:13:04 2026	1781493184	689	799	1488	798
Sun Jun 14 22:13:04 2026	1781493184	788	706	1494	696
Sun Jun 14 22:13:04 2026	1781493184	593	916	1509	897
Sun Jun 14 22:13:06 2026	1781493186	530	983	1512	256
Sun Jun 14 22:13:10 2026	1781493190	258	1265	1524	345
Sun Jun 14 22:13:04 2026	1781493184	690	837	1527	837
Sun Jun 14 22:13:05 2026	1781493185	947	583	1530	579
Sun Jun 14 22:13:04 2026	1781493184	589	945	1534	945
Sun Jun 14 22:13:06 2026	1781493186	1036	500	1536	451
Sun Jun 14 22:13:06 2026	1781493186	1354	190	1545	185
Sun Jun 14 22:13:05 2026	1781493185	890	665	1555	665
Sun Jun 14 22:13:04 2026	1781493184	713	866	1579	865
Sun Jun 14 22:13:04 2026	1781493184	574	1020	1594	938
Sun Jun 14 22:13:04 2026	1781493184	593	1054	1647	1038
Sun Jun 14 22:13:04 2026	1781493184	592	1068	1660	1054
Sun Jun 14 22:13:04 2026	1781493184	594	1094	1688	1094
Sun Jun 14 22:13:04 2026	1781493184	594	1095	1689	1072
Sun Jun 14 22:13:04 2026	1781493184	633	1081	1714	1060
Sun Jun 14 22:13:04 2026	1781493184	744	972	1716	825
Sun Jun 14 22:13:04 2026	1781493184	524	1238	1763	1237
Sun Jun 14 22:13:04 2026	1781493184	895	869	1764	713
Sun Jun 14 22:13:10 2026	1781493190	305	1466	1771	296
Sun Jun 14 22:13:06 2026	1781493186	577	1229	1806	638
Sun Jun 14 22:13:04 2026	1781493184	635	1207	1841	1176
Sun Jun 14 22:13:05 2026	1781493185	1439	428	1868	426
Sun Jun 14 22:13:04 2026	1781493184	743	1148	1891	832
Sun Jun 14 22:13:04 2026	1781493184	791	1103	1894	988
Sun Jun 14 22:13:04 2026	1781493184	636	1315	1950	1245
Sun Jun 14 22:13:09 2026	1781493189	1075	903	1978	903
Sun Jun 14 22:13:05 2026	1781493185	776	1213	1989	525
Sun Jun 14 22:13:05 2026	1781493185	1811	200	2011	200
Sun Jun 14 22:13:04 2026	1781493184	637	1383	2020	1316
Sun Jun 14 22:13:04 2026	1781493184	681	1340	2021	1340
Sun Jun 14 22:13:09 2026	1781493189	1118	931	2048	902
Sun Jun 14 22:13:04 2026	1781493184	691	1386	2076	1339
Sun Jun 14 22:13:04 2026	1781493184	1576	509	2085	343
Sun Jun 14 22:13:04 2026	1781493184	681	1409	2090	1400
Sun Jun 14 22:13:04 2026	1781493184	682	1422	2103	1422
Sun Jun 14 22:13:04 2026	1781493184	1779	340	2119	328
Sun Jun 14 22:13:04 2026	1781493184	1784	340	2125	340
Sun Jun 14 22:13:04 2026	1781493184	779	1355	2133	1329
Sun Jun 14 22:13:04 2026	1781493184	746	1425	2172	816
Sun Jun 14 22:13:04 2026	1781493184	736	1436	2172	826
Sun Jun 14 22:13:04 2026	1781493184	771	1406	2177	563
Sun Jun 14 22:13:04 2026	1781493184	1577	600	2177	342
Sun Jun 14 22:13:04 2026	1781493184	716	1464	2179	863
Sun Jun 14 22:13:04 2026	1781493184	792	1401	2193	1351
Sun Jun 14 22:13:04 2026	1781493184	589	1605	2194	1605
Sun Jun 14 22:13:04 2026	1781493184	1831	366	2197	366
Sun Jun 14 22:13:05 2026	1781493185	1385	821	2206	583
Sun Jun 14 22:13:05 2026	1781493185	1975	261	2236	247
Sun Jun 14 22:13:08 2026	1781493188	346	1914	2260	392
Sun Jun 14 22:13:07 2026	1781493187	1387	878	2266	255
Sun Jun 14 22:13:04 2026	1781493184	1916	365	2281	363
Sun Jun 14 22:13:04 2026	1781493184	1932	349	2281	334
Sun Jun 14 22:13:04 2026	1781493184	796	1497	2293	1483
Sun Jun 14 22:13:04 2026	1781493184	800	1494	2293	1473
Sun Jun 14 22:13:05 2026	1781493185	784	1516	2301	1129
Sun Jun 14 22:13:07 2026	1781493187	1119	1232	2351	1206
Sun Jun 14 22:13:04 2026	1781493184	1008	1378	2386	1368
Sun Jun 14 22:13:04 2026	1781493184	514	1886	2400	1886
Sun Jun 14 22:13:07 2026	1781493187	1117	1287	2404	1282
Sun Jun 14 22:13:07 2026	1781493187	1179	1226	2405	1203
Sun Jun 14 22:13:05 2026	1781493185	658	1755	2414	427
Sun Jun 14 22:13:04 2026	1781493184	1933	483	2416	314
Sun Jun 14 22:13:04 2026	1781493184	1934	483	2417	483
Sun Jun 14 22:13:07 2026	1781493187	1134	1332	2466	1315
Sun Jun 14 22:13:08 2026	1781493188	1425	1060	2484	1024
Sun Jun 14 22:13:04 2026	1781493184	1936	553	2489	488
Sun Jun 14 22:13:04 2026	1781493184	1935	560	2495	560
Sun Jun 14 22:13:07 2026	1781493187	1586	943	2529	912
Sun Jun 14 22:13:04 2026	1781493184	1898	641	2539	641
Sun Jun 14 22:13:04 2026	1781493184	1960	592	2552	585
Sun Jun 14 22:13:09 2026	1781493189	1122	1432	2553	1414
Sun Jun 14 22:13:07 2026	1781493187	1579	977	2556	947
Sun Jun 14 22:13:07 2026	1781493187	1234	1323	2557	1300
Sun Jun 14 22:13:09 2026	1781493189	1166	1392	2558	1373
Sun Jun 14 22:13:09 2026	1781493189	1097	1506	2603	1472
Sun Jun 14 22:13:08 2026	1781493188	1281	1341	2622	1009
Sun Jun 14 22:13:05 2026	1781493185	639	1990	2629	1732
Sun Jun 14 22:13:09 2026	1781493189	1115	1522	2637	1512
Sun Jun 14 22:13:07 2026	1781493187	1555	1084	2639	1072
Sun Jun 14 22:13:07 2026	1781493187	1572	1068	2640	1066
Sun Jun 14 22:13:07 2026	1781493187	1629	1015	2644	972
Sun Jun 14 22:13:07 2026	1781493187	1647	997	2644	955
Sun Jun 14 22:13:04 2026	1781493184	1962	688	2650	687
Sun Jun 14 22:13:06 2026	1781493186	1246	1407	2653	1336
Sun Jun 14 22:13:06 2026	1781493186	1344	1339	2683	1323
Sun Jun 14 22:13:05 2026	1781493185	2363	392	2755	392
Sun Jun 14 22:13:07 2026	1781493187	1702	1070	2772	978
Sun Jun 14 22:13:06 2026	1781493186	1168	1617	2785	1527
Sun Jun 14 22:13:05 2026	1781493185	639	2150	2789	464
Sun Jun 14 22:13:04 2026	1781493184	681	2147	2828	2005
Sun Jun 14 22:13:04 2026	1781493184	1006	1835	2840	1825
Sun Jun 14 22:13:08 2026	1781493188	2125	717	2842	710
Sun Jun 14 22:13:05 2026	1781493185	2558	285	2843	280
Sun Jun 14 22:13:04 2026	1781493184	1943	914	2857	914
Sun Jun 14 22:13:04 2026	1781493184	575	2289	2863	1141
Sun Jun 14 22:13:04 2026	1781493184	1932	941	2874	316
Sun Jun 14 22:13:07 2026	1781493187	1819	1068	2886	765
Sun Jun 14 22:13:08 2026	1781493188	1322	1589	2911	1359
Sun Jun 14 22:13:07 2026	1781493187	2277	634	2911	180
Sun Jun 14 22:13:05 2026	1781493185	819	2094	2913	1797
Sun Jun 14 22:13:04 2026	1781493184	787	2131	2918	1845
Sun Jun 14 22:13:06 2026	1781493186	1483	1442	2925	1437
Sun Jun 14 22:13:04 2026	1781493184	1991	944	2935	936
Sun Jun 14 22:13:04 2026	1781493184	2036	904	2940	897
Sun Jun 14 22:13:04 2026	1781493184	1991	966	2957	948
Sun Jun 14 22:13:04 2026	1781493184	1989	967	2957	954
Sun Jun 14 22:13:04 2026	1781493184	1345	1618	2963	1618
Sun Jun 14 22:13:08 2026	1781493188	2268	725	2994	703
Sun Jun 14 22:13:04 2026	1781493184	1016	2000	3017	1383
Sun Jun 14 22:13:06 2026	1781493186	1421	1618	3039	1618
Sun Jun 14 22:13:04 2026	1781493184	2030	1014	3044	997
Sun Jun 14 22:13:04 2026	1781493184	2031	1016	3047	1016
Sun Jun 14 22:13:07 2026	1781493187	1101	1949	3050	1948
Sun Jun 14 22:13:07 2026	1781493187	1536	1514	3051	1514
Sun Jun 14 22:13:06 2026	1781493186	1645	1420	3065	1411
Sun Jun 14 22:13:04 2026	1781493184	2036	1066	3103	1012
Sun Jun 14 22:13:04 2026	1781493184	2031	1075	3107	1029
Sun Jun 14 22:13:07 2026	1781493187	1264	1847	3111	1806
Sun Jun 14 22:13:05 2026	1781493185	889	2233	3122	645
Sun Jun 14 22:13:07 2026	1781493187	1279	1848	3128	1848
Sun Jun 14 22:13:04 2026	1781493184	2074	1073	3147	1057
Sun Jun 14 22:13:04 2026	1781493184	750	2408	3159	1904
Sun Jun 14 22:13:09 2026	1781493189	1262	1903	3164	710
Sun Jun 14 22:13:04 2026	1781493184	801	2378	3178	2366
Sun Jun 14 22:13:04 2026	1781493184	1934	1265	3199	554
Sun Jun 14 22:13:04 2026	1781493184	1963	1239	3202	542
Sun Jun 14 22:13:04 2026	1781493184	1950	1263	3213	1263
Sun Jun 14 22:13:04 2026	1781493184	2668	579	3247	540
Sun Jun 14 22:13:04 2026	1781493184	2676	583	3259	568
Sun Jun 14 22:13:04 2026	1781493184	2037	1228	3264	1227
Sun Jun 14 22:13:04 2026	1781493184	2037	1227	3265	1227
Sun Jun 14 22:13:04 2026	1781493184	2751	528	3279	528
Sun Jun 14 22:13:04 2026	1781493184	2702	580	3282	547
Sun Jun 14 22:13:04 2026	1781493184	675	2615	3289	792
Sun Jun 14 22:13:04 2026	1781493184	2703	601	3303	600
Sun Jun 14 22:13:04 2026	1781493184	2758	547	3305	538
Sun Jun 14 22:13:04 2026	1781493184	2696	636	3331	628
Sun Jun 14 22:13:04 2026	1781493184	2755	579	3334	575
Sun Jun 14 22:13:04 2026	1781493184	2756	606	3362	593
Sun Jun 14 22:13:04 2026	1781493184	1980	1424	3404	594
Sun Jun 14 22:13:04 2026	1781493184	709	2698	3406	504
Sun Jun 14 22:13:07 2026	1781493187	2352	1055	3406	1023
Sun Jun 14 22:13:05 2026	1781493185	972	2504	3476	1564
Sun Jun 14 22:13:04 2026	1781493184	2704	783	3487	656
Sun Jun 14 22:13:04 2026	1781493184	2795	697	3492	697
Sun Jun 14 22:13:06 2026	1781493186	2257	1259	3516	1253
Sun Jun 14 22:13:04 2026	1781493184	2084	1444	3529	973
Sun Jun 14 22:13:07 2026	1781493187	2346	1202	3548	1202
Sun Jun 14 22:13:04 2026	1781493184	2799	764	3564	734
Sun Jun 14 22:13:04 2026	1781493184	528	3040	3568	1872
Sun Jun 14 22:13:04 2026	1781493184	2663	916	3579	464
Sun Jun 14 22:13:05 2026	1781493185	1407	2178	3584	2136
Sun Jun 14 22:13:04 2026	1781493184	833	2753	3586	2337
Sun Jun 14 22:13:05 2026	1781493185	876	2720	3596	1913
Sun Jun 14 22:13:05 2026	1781493185	1407	2191	3599	2178
Sun Jun 14 22:13:04 2026	1781493184	2756	852	3607	808
Sun Jun 14 22:13:05 2026	1781493185	3421	214	3634	190
Sun Jun 14 22:13:04 2026	1781493184	2806	828	3635	550
Sun Jun 14 22:13:07 2026	1781493187	2390	1246	3637	1239
Sun Jun 14 22:13:07 2026	1781493187	1599	2057	3656	2040
Sun Jun 14 22:13:04 2026	1781493184	2795	866	3661	824
Sun Jun 14 22:13:06 2026	1781493186	1581	2098	3679	2097
Sun Jun 14 22:13:07 2026	1781493187	1610	2084	3694	2058
Sun Jun 14 22:13:05 2026	1781493185	1362	2378	3740	1170
Sun Jun 14 22:13:06 2026	1781493186	2108	1685	3792	1114
Sun Jun 14 22:13:06 2026	1781493186	1693	2103	3795	2103
Sun Jun 14 22:13:05 2026	1781493185	2229	1653	3882	1595
Sun Jun 14 22:13:05 2026	1781493185	1512	2380	3892	2375
Sun Jun 14 22:13:05 2026	1781493185	1561	2497	4057	2476
Sun Jun 14 22:13:09 2026	1781493189	1123	2971	4094	2876
Sun Jun 14 22:13:04 2026	1781493184	359	3791	4151	3790
Sun Jun 14 22:13:05 2026	1781493185	2269	1904	4174	1904
Sun Jun 14 22:13:05 2026	1781493185	1782	2411	4193	2411
Sun Jun 14 22:13:09 2026	1781493189	1150	3054	4203	2909
Sun Jun 14 22:13:06 2026	1781493186	1672	2534	4205	2072
Sun Jun 14 22:13:07 2026	1781493187	2341	1928	4269	1442
Sun Jun 14 22:13:04 2026	1781493184	800	3491	4291	1498
Sun Jun 14 22:13:04 2026	1781493184	2397	1951	4348	1929
Sun Jun 14 22:13:04 2026	1781493184	1339	3016	4355	3015
Sun Jun 14 22:13:09 2026	1781493189	1075	3340	4415	931
Sun Jun 14 22:13:08 2026	1781493188	1262	3177	4439	3112
Sun Jun 14 22:13:07 2026	1781493187	2845	1645	4491	1645
Sun Jun 14 22:13:04 2026	1781493184	2404	2133	4537	2052
Sun Jun 14 22:13:07 2026	1781493187	955	3616	4571	1201
Sun Jun 14 22:13:07 2026	1781493187	3259	1327	4586	840
Sun Jun 14 22:13:07 2026	1781493187	3276	1365	4641	937
Sun Jun 14 22:13:04 2026	1781493184	2411	2266	4677	2251
Sun Jun 14 22:13:04 2026	1781493184	2411	2266	4677	2259
Sun Jun 14 22:13:04 2026	1781493184	4528	192	4720	172
Sun Jun 14 22:13:04 2026	1781493184	4554	167	4720	166
Sun Jun 14 22:13:08 2026	1781493188	1228	3501	4729	1011
Sun Jun 14 22:13:04 2026	1781493184	4559	178	4737	168
Sun Jun 14 22:13:04 2026	1781493184	4560	190	4750	187
Sun Jun 14 22:13:08 2026	1781493188	1348	3403	4751	1367
Sun Jun 14 22:13:04 2026	1781493184	4558	231	4789	203
Sun Jun 14 22:13:04 2026	1781493184	4558	236	4793	177
Sun Jun 14 22:13:04 2026	1781493184	1997	2850	4847	1453
Sun Jun 14 22:13:05 2026	1781493185	1495	3364	4859	1095
Sun Jun 14 22:13:04 2026	1781493184	4586	284	4870	284
Sun Jun 14 22:13:04 2026	1781493184	4581	311	4893	304
Sun Jun 14 22:13:04 2026	1781493184	4585	332	4917	285
Sun Jun 14 22:13:04 2026	1781493184	2823	2103	4927	1232
Sun Jun 14 22:13:07 2026	1781493187	1284	3655	4938	1243
Sun Jun 14 22:13:04 2026	1781493184	4599	345	4944	336
Sun Jun 14 22:13:05 2026	1781493185	4023	1020	5042	1016
Sun Jun 14 22:13:04 2026	1781493184	2697	2374	5072	2365
Sun Jun 14 22:13:04 2026	1781493184	2758	2316	5074	601
Sun Jun 14 22:13:04 2026	1781493184	4891	185	5076	154
Sun Jun 14 22:13:04 2026	1781493184	4597	504	5101	470
Sun Jun 14 22:13:08 2026	1781493188	2124	3024	5148	2862
Sun Jun 14 22:13:04 2026	1781493184	3175	2125	5300	2123
Sun Jun 14 22:13:04 2026	1781493184	2825	2536	5362	1252
Sun Jun 14 22:13:05 2026	1781493185	5073	348	5421	348
Sun Jun 14 22:13:05 2026	1781493185	5076	354	5430	329
Sun Jun 14 22:13:06 2026	1781493186	1125	4310	5435	1664
Sun Jun 14 22:13:08 2026	1781493188	1327	4112	5439	1048
Sun Jun 14 22:13:06 2026	1781493186	1138	4344	5482	4146
Sun Jun 14 22:13:08 2026	1781493188	1329	4165	5494	1045
Sun Jun 14 22:13:08 2026	1781493188	1501	4001	5503	1666
Sun Jun 14 22:13:04 2026	1781493184	800	4721	5521	2042
Sun Jun 14 22:13:07 2026	1781493187	3144	2388	5532	1285
Sun Jun 14 22:13:06 2026	1781493186	1193	4340	5533	3475
Sun Jun 14 22:13:08 2026	1781493188	1473	4072	5545	4048
Sun Jun 14 22:13:07 2026	1781493187	1481	4122	5603	4066
Sun Jun 14 22:13:08 2026	1781493188	1479	4136	5615	4053
Sun Jun 14 22:13:06 2026	1781493186	1405	4275	5680	3934
Sun Jun 14 22:13:06 2026	1781493186	1424	4290	5714	3921
Sun Jun 14 22:13:06 2026	1781493186	2175	3551	5726	2555
Sun Jun 14 22:13:06 2026	1781493186	1455	4295	5749	2097
Sun Jun 14 22:13:08 2026	1781493188	1292	4475	5767	4329
Sun Jun 14 22:13:04 2026	1781493184	5576	193	5769	156
Sun Jun 14 22:13:04 2026	1781493184	5576	193	5769	163
Sun Jun 14 22:13:08 2026	1781493188	1304	4478	5783	4478
Sun Jun 14 22:13:05 2026	1781493185	3935	1924	5860	1918
Sun Jun 14 22:13:07 2026	1781493187	1534	4343	5878	4233
Sun Jun 14 22:13:04 2026	1781493184	1345	4552	5896	4549
Sun Jun 14 22:13:07 2026	1781493187	2370	3528	5898	1444
Sun Jun 14 22:13:05 2026	1781493185	1631	4298	5929	1978
Sun Jun 14 22:13:05 2026	1781493185	1275	4668	5943	2675
Sun Jun 14 22:13:06 2026	1781493186	1499	4450	5949	4322
Sun Jun 14 22:13:04 2026	1781493184	1410	4549	5959	1755
Sun Jun 14 22:13:04 2026	1781493184	1404	4563	5967	1759
Sun Jun 14 22:13:04 2026	1781493184	797	5174	5971	1507
Sun Jun 14 22:13:08 2026	1781493188	1383	4597	5980	4490
Sun Jun 14 22:13:08 2026	1781493188	1452	4604	6057	4500
Sun Jun 14 22:13:04 2026	1781493184	5819	263	6082	256
Sun Jun 14 22:13:08 2026	1781493188	1522	4568	6090	4423
Sun Jun 14 22:13:04 2026	1781493184	5917	205	6122	205
Sun Jun 14 22:13:05 2026	1781493185	1519	4629	6148	4046
Sun Jun 14 22:13:04 2026	1781493184	5819	341	6160	318
Sun Jun 14 22:13:04 2026	1781493184	4597	1570	6167	374
Sun Jun 14 22:13:04 2026	1781493184	1362	4816	6177	1600
Sun Jun 14 22:13:04 2026	1781493184	2812	3413	6225	1261
Sun Jun 14 22:13:06 2026	1781493186	1592	4660	6252	4571
Sun Jun 14 22:13:07 2026	1781493187	1516	4769	6286	4228
Sun Jun 14 22:13:04 2026	1781493184	5969	328	6297	205
Sun Jun 14 22:13:04 2026	1781493184	2400	3913	6313	2030
Sun Jun 14 22:13:04 2026	1781493184	4631	1702	6333	1147
Sun Jun 14 22:13:04 2026	1781493184	4616	1724	6341	360
Sun Jun 14 22:13:04 2026	1781493184	4598	1750	6348	356
Sun Jun 14 22:13:05 2026	1781493185	5113	1248	6361	827
Sun Jun 14 22:13:05 2026	1781493185	1325	5069	6394	1051
Sun Jun 14 22:13:06 2026	1781493186	1599	4820	6418	1397
Sun Jun 14 22:13:04 2026	1781493184	6069	355	6424	351
Sun Jun 14 22:13:06 2026	1781493186	1699	4728	6427	4576
Sun Jun 14 22:13:07 2026	1781493187	1560	4874	6434	1052
Sun Jun 14 22:13:04 2026	1781493184	6069	391	6460	391
Sun Jun 14 22:13:06 2026	1781493186	1685	4786	6471	4638
Sun Jun 14 22:13:06 2026	1781493186	1679	4794	6473	4600
Sun Jun 14 22:13:06 2026	1781493186	1633	4848	6481	4662
Sun Jun 14 22:13:04 2026	1781493184	6290	234	6524	234
Sun Jun 14 22:13:05 2026	1781493185	5535	995	6531	671
Sun Jun 14 22:13:04 2026	1781493184	6070	461	6532	340
Sun Jun 14 22:13:05 2026	1781493185	1542	4996	6538	1061
Sun Jun 14 22:13:04 2026	1781493184	4597	1947	6544	402
Sun Jun 14 22:13:05 2026	1781493185	2301	4253	6554	1883
Sun Jun 14 22:13:04 2026	1781493184	4618	1951	6569	391
Sun Jun 14 22:13:06 2026	1781493186	1691	4933	6625	4775
Sun Jun 14 22:13:04 2026	1781493184	1373	5359	6732	1349
Sun Jun 14 22:13:04 2026	1781493184	5523	1210	6734	1206
Sun Jun 14 22:13:05 2026	1781493185	5954	795	6748	778
Sun Jun 14 22:13:06 2026	1781493186	1684	5105	6789	4571
Sun Jun 14 22:13:04 2026	1781493184	5525	1325	6851	1325
Sun Jun 14 22:13:05 2026	1781493185	2725	4185	6910	3826
Sun Jun 14 22:13:04 2026	1781493184	3730	3193	6923	1753
Sun Jun 14 22:13:05 2026	1781493185	2384	4577	6961	3703
Sun Jun 14 22:13:04 2026	1781493184	797	6253	7050	4382
Sun Jun 14 22:13:07 2026	1781493187	2446	4640	7085	4530
