starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 14 22:10:40 2026	1781493040	381	182	563	148
Sun Jun 14 22:10:50 2026	1781493050	259	306	566	306
Sun Jun 14 22:10:41 2026	1781493041	358	208	566	190
Sun Jun 14 22:10:40 2026	1781493040	363	203	567	186
Sun Jun 14 22:10:52 2026	1781493052	241	326	567	297
Sun Jun 14 22:10:54 2026	1781493054	316	253	569	245
Sun Jun 14 22:10:49 2026	1781493049	374	196	570	174
Sun Jun 14 22:10:43 2026	1781493043	274	296	571	282
Sun Jun 14 22:10:48 2026	1781493048	338	234	572	232
Sun Jun 14 22:10:51 2026	1781493051	277	296	573	285
Sun Jun 14 22:10:49 2026	1781493049	423	154	577	153
Sun Jun 14 22:10:49 2026	1781493049	410	167	577	155
Sun Jun 14 22:10:50 2026	1781493050	303	275	578	252
Sun Jun 14 22:10:57 2026	1781493057	331	248	579	248
Sun Jun 14 22:10:48 2026	1781493048	315	266	582	252
Sun Jun 14 22:10:47 2026	1781493047	369	213	583	205
Sun Jun 14 22:10:49 2026	1781493049	387	196	583	189
Sun Jun 14 22:10:38 2026	1781493038	280	306	586	306
Sun Jun 14 22:10:58 2026	1781493058	441	145	586	133
Sun Jun 14 22:10:50 2026	1781493050	319	272	591	260
Sun Jun 14 22:10:47 2026	1781493047	333	262	595	240
Sun Jun 14 22:10:43 2026	1781493043	281	315	596	294
Sun Jun 14 22:10:41 2026	1781493041	330	266	596	210
Sun Jun 14 22:10:59 2026	1781493059	255	345	600	329
Sun Jun 14 22:10:51 2026	1781493051	369	231	600	231
Sun Jun 14 22:10:47 2026	1781493047	361	240	600	224
Sun Jun 14 22:10:49 2026	1781493049	359	242	601	233
Sun Jun 14 22:10:51 2026	1781493051	379	222	601	208
Sun Jun 14 22:10:40 2026	1781493040	299	303	602	299
Sun Jun 14 22:10:49 2026	1781493049	424	180	604	179
Sun Jun 14 22:10:47 2026	1781493047	335	270	604	207
Sun Jun 14 22:11:01 2026	1781493061	318	287	605	261
Sun Jun 14 22:10:51 2026	1781493051	360	249	609	235
Sun Jun 14 22:10:57 2026	1781493057	356	254	610	231
Sun Jun 14 22:10:38 2026	1781493038	272	338	611	276
Sun Jun 14 22:10:59 2026	1781493059	450	161	611	142
Sun Jun 14 22:10:49 2026	1781493049	291	320	611	297
Sun Jun 14 22:10:38 2026	1781493038	332	281	613	268
Sun Jun 14 22:10:59 2026	1781493059	285	328	613	293
Sun Jun 14 22:11:02 2026	1781493062	435	179	614	179
Sun Jun 14 22:10:58 2026	1781493058	447	168	615	155
Sun Jun 14 22:10:59 2026	1781493059	363	252	615	252
Sun Jun 14 22:10:47 2026	1781493047	328	287	616	241
Sun Jun 14 22:10:49 2026	1781493049	439	179	619	154
Sun Jun 14 22:10:51 2026	1781493051	402	217	619	195
Sun Jun 14 22:11:01 2026	1781493061	331	288	619	262
Sun Jun 14 22:10:57 2026	1781493057	311	310	621	291
Sun Jun 14 22:10:58 2026	1781493058	284	337	622	335
Sun Jun 14 22:10:51 2026	1781493051	390	233	622	230
Sun Jun 14 22:10:46 2026	1781493046	452	171	622	166
Sun Jun 14 22:10:54 2026	1781493054	341	285	626	251
Sun Jun 14 22:10:58 2026	1781493058	307	319	626	236
Sun Jun 14 22:10:49 2026	1781493049	355	272	627	263
Sun Jun 14 22:10:42 2026	1781493042	330	298	628	296
Sun Jun 14 22:10:56 2026	1781493056	336	292	628	250
Sun Jun 14 22:11:00 2026	1781493060	308	320	628	320
Sun Jun 14 22:11:02 2026	1781493062	367	262	629	241
Sun Jun 14 22:10:50 2026	1781493050	344	288	632	273
Sun Jun 14 22:10:58 2026	1781493058	389	245	634	192
Sun Jun 14 22:10:59 2026	1781493059	413	222	634	216
Sun Jun 14 22:11:02 2026	1781493062	365	270	635	263
Sun Jun 14 22:10:56 2026	1781493056	352	283	635	283
Sun Jun 14 22:11:01 2026	1781493061	348	288	635	287
Sun Jun 14 22:10:49 2026	1781493049	347	290	637	273
Sun Jun 14 22:10:46 2026	1781493046	441	197	638	197
Sun Jun 14 22:10:58 2026	1781493058	301	338	639	333
Sun Jun 14 22:10:46 2026	1781493046	345	295	640	260
Sun Jun 14 22:10:54 2026	1781493054	319	321	640	238
Sun Jun 14 22:11:01 2026	1781493061	375	266	641	260
Sun Jun 14 22:10:36 2026	1781493036	418	227	645	225
Sun Jun 14 22:10:54 2026	1781493054	345	300	645	250
Sun Jun 14 22:10:40 2026	1781493040	432	214	646	213
Sun Jun 14 22:10:42 2026	1781493042	484	163	646	160
Sun Jun 14 22:10:51 2026	1781493051	403	244	648	244
Sun Jun 14 22:10:42 2026	1781493042	445	203	649	203
Sun Jun 14 22:10:50 2026	1781493050	416	234	650	212
Sun Jun 14 22:10:56 2026	1781493056	355	296	651	293
Sun Jun 14 22:10:58 2026	1781493058	241	410	651	407
Sun Jun 14 22:10:57 2026	1781493057	342	316	658	138
Sun Jun 14 22:10:48 2026	1781493048	476	184	660	180
Sun Jun 14 22:10:43 2026	1781493043	346	315	660	314
Sun Jun 14 22:10:57 2026	1781493057	374	289	663	266
Sun Jun 14 22:10:43 2026	1781493043	339	325	664	313
Sun Jun 14 22:10:54 2026	1781493054	418	247	665	246
Sun Jun 14 22:11:00 2026	1781493060	257	408	666	389
Sun Jun 14 22:10:49 2026	1781493049	374	293	667	292
Sun Jun 14 22:10:43 2026	1781493043	345	323	667	322
Sun Jun 14 22:10:41 2026	1781493041	295	373	668	371
Sun Jun 14 22:10:58 2026	1781493058	428	240	668	214
Sun Jun 14 22:10:38 2026	1781493038	294	374	669	374
Sun Jun 14 22:10:47 2026	1781493047	400	269	669	261
Sun Jun 14 22:10:42 2026	1781493042	427	244	671	235
Sun Jun 14 22:10:49 2026	1781493049	350	322	673	302
Sun Jun 14 22:10:51 2026	1781493051	435	238	673	217
Sun Jun 14 22:10:51 2026	1781493051	378	298	676	297
Sun Jun 14 22:11:00 2026	1781493060	279	399	678	384
Sun Jun 14 22:11:02 2026	1781493062	445	233	678	209
Sun Jun 14 22:10:56 2026	1781493056	302	378	679	366
Sun Jun 14 22:10:51 2026	1781493051	382	298	680	282
Sun Jun 14 22:10:59 2026	1781493059	373	308	681	281
Sun Jun 14 22:10:47 2026	1781493047	269	415	684	325
Sun Jun 14 22:10:54 2026	1781493054	490	194	685	180
Sun Jun 14 22:10:44 2026	1781493044	294	392	687	357
Sun Jun 14 22:10:49 2026	1781493049	404	286	690	239
Sun Jun 14 22:10:43 2026	1781493043	440	254	694	212
Sun Jun 14 22:10:59 2026	1781493059	363	330	694	293
Sun Jun 14 22:10:59 2026	1781493059	503	194	697	180
Sun Jun 14 22:10:57 2026	1781493057	378	319	697	292
Sun Jun 14 22:10:41 2026	1781493041	382	318	700	292
Sun Jun 14 22:10:45 2026	1781493045	317	385	702	349
Sun Jun 14 22:10:56 2026	1781493056	350	357	708	342
Sun Jun 14 22:10:57 2026	1781493057	401	307	708	287
Sun Jun 14 22:11:01 2026	1781493061	378	331	709	322
Sun Jun 14 22:10:50 2026	1781493050	361	350	711	205
Sun Jun 14 22:10:59 2026	1781493059	355	356	711	321
Sun Jun 14 22:10:57 2026	1781493057	449	264	713	258
Sun Jun 14 22:10:41 2026	1781493041	415	298	713	293
Sun Jun 14 22:10:51 2026	1781493051	387	333	720	332
Sun Jun 14 22:10:48 2026	1781493048	323	398	721	398
Sun Jun 14 22:10:57 2026	1781493057	565	156	721	149
Sun Jun 14 22:10:49 2026	1781493049	448	273	721	206
Sun Jun 14 22:11:02 2026	1781493062	545	178	723	161
Sun Jun 14 22:10:51 2026	1781493051	391	335	726	335
Sun Jun 14 22:11:02 2026	1781493062	448	282	730	282
Sun Jun 14 22:10:59 2026	1781493059	256	474	730	472
Sun Jun 14 22:10:57 2026	1781493057	425	306	731	300
Sun Jun 14 22:10:43 2026	1781493043	463	269	732	269
Sun Jun 14 22:10:54 2026	1781493054	327	407	734	393
Sun Jun 14 22:10:51 2026	1781493051	336	399	735	367
Sun Jun 14 22:10:41 2026	1781493041	448	290	737	200
Sun Jun 14 22:10:54 2026	1781493054	328	410	738	392
Sun Jun 14 22:10:49 2026	1781493049	443	298	741	258
Sun Jun 14 22:10:42 2026	1781493042	493	248	741	180
Sun Jun 14 22:10:43 2026	1781493043	317	428	744	419
Sun Jun 14 22:10:41 2026	1781493041	480	265	744	254
Sun Jun 14 22:10:57 2026	1781493057	377	374	751	374
Sun Jun 14 22:10:49 2026	1781493049	501	252	753	196
Sun Jun 14 22:10:45 2026	1781493045	297	456	753	428
Sun Jun 14 22:10:33 2026	1781493033	609	145	754	126
Sun Jun 14 22:10:47 2026	1781493047	282	472	754	468
Sun Jun 14 22:10:43 2026	1781493043	345	410	755	360
Sun Jun 14 22:10:42 2026	1781493042	413	344	757	344
Sun Jun 14 22:10:47 2026	1781493047	283	478	761	449
Sun Jun 14 22:10:42 2026	1781493042	609	152	761	147
Sun Jun 14 22:10:54 2026	1781493054	519	244	763	234
Sun Jun 14 22:10:47 2026	1781493047	436	328	764	320
Sun Jun 14 22:10:41 2026	1781493041	508	261	769	261
Sun Jun 14 22:10:52 2026	1781493052	578	194	772	142
Sun Jun 14 22:10:51 2026	1781493051	368	405	773	343
Sun Jun 14 22:10:47 2026	1781493047	429	345	774	341
Sun Jun 14 22:10:47 2026	1781493047	272	503	775	492
Sun Jun 14 22:11:01 2026	1781493061	353	423	775	422
Sun Jun 14 22:11:01 2026	1781493061	354	423	777	404
Sun Jun 14 22:10:43 2026	1781493043	337	442	778	359
Sun Jun 14 22:10:40 2026	1781493040	580	205	785	189
Sun Jun 14 22:10:49 2026	1781493049	587	207	794	206
Sun Jun 14 22:10:43 2026	1781493043	412	383	795	381
Sun Jun 14 22:10:38 2026	1781493038	329	467	796	421
Sun Jun 14 22:10:51 2026	1781493051	548	255	803	229
Sun Jun 14 22:10:40 2026	1781493040	583	227	810	227
Sun Jun 14 22:10:53 2026	1781493053	283	533	816	533
Sun Jun 14 22:10:38 2026	1781493038	523	295	818	277
Sun Jun 14 22:10:40 2026	1781493040	607	216	822	204
Sun Jun 14 22:10:56 2026	1781493056	482	340	822	262
Sun Jun 14 22:10:56 2026	1781493056	403	421	824	421
Sun Jun 14 22:10:50 2026	1781493050	356	471	827	471
Sun Jun 14 22:10:45 2026	1781493045	444	384	828	345
Sun Jun 14 22:10:40 2026	1781493040	653	177	829	167
Sun Jun 14 22:10:47 2026	1781493047	632	202	834	156
Sun Jun 14 22:10:36 2026	1781493036	564	280	844	263
Sun Jun 14 22:10:56 2026	1781493056	482	362	844	362
Sun Jun 14 22:10:46 2026	1781493046	327	517	845	465
Sun Jun 14 22:10:46 2026	1781493046	343	502	845	483
Sun Jun 14 22:10:52 2026	1781493052	674	177	850	139
Sun Jun 14 22:10:37 2026	1781493037	470	393	863	393
Sun Jun 14 22:10:53 2026	1781493053	670	194	864	194
Sun Jun 14 22:10:58 2026	1781493058	670	194	864	178
Sun Jun 14 22:11:01 2026	1781493061	418	451	869	431
Sun Jun 14 22:10:59 2026	1781493059	512	358	870	358
Sun Jun 14 22:10:52 2026	1781493052	611	261	871	257
Sun Jun 14 22:10:48 2026	1781493048	282	591	874	591
Sun Jun 14 22:10:52 2026	1781493052	351	530	881	518
Sun Jun 14 22:10:46 2026	1781493046	566	315	881	248
Sun Jun 14 22:10:43 2026	1781493043	498	383	881	380
Sun Jun 14 22:10:47 2026	1781493047	268	616	884	616
Sun Jun 14 22:10:46 2026	1781493046	423	469	892	456
Sun Jun 14 22:10:54 2026	1781493054	624	271	895	263
Sun Jun 14 22:10:41 2026	1781493041	680	217	897	184
Sun Jun 14 22:10:46 2026	1781493046	472	428	900	413
Sun Jun 14 22:10:53 2026	1781493053	325	576	901	558
Sun Jun 14 22:10:46 2026	1781493046	486	418	904	405
Sun Jun 14 22:10:46 2026	1781493046	582	326	908	190
Sun Jun 14 22:10:43 2026	1781493043	359	549	908	541
Sun Jun 14 22:10:43 2026	1781493043	533	375	908	375
Sun Jun 14 22:10:56 2026	1781493056	492	418	910	418
Sun Jun 14 22:10:43 2026	1781493043	376	538	913	520
Sun Jun 14 22:10:45 2026	1781493045	560	355	915	315
Sun Jun 14 22:10:36 2026	1781493036	307	608	915	597
Sun Jun 14 22:10:35 2026	1781493035	653	266	919	266
Sun Jun 14 22:10:53 2026	1781493053	309	616	926	611
Sun Jun 14 22:10:53 2026	1781493053	323	605	928	605
Sun Jun 14 22:10:34 2026	1781493034	418	513	931	292
Sun Jun 14 22:10:34 2026	1781493034	412	519	931	395
Sun Jun 14 22:10:34 2026	1781493034	406	528	934	402
Sun Jun 14 22:10:52 2026	1781493052	648	286	934	143
Sun Jun 14 22:10:34 2026	1781493034	416	519	935	445
Sun Jun 14 22:10:34 2026	1781493034	412	524	937	394
Sun Jun 14 22:10:34 2026	1781493034	488	448	937	370
Sun Jun 14 22:10:34 2026	1781493034	444	493	937	472
Sun Jun 14 22:10:34 2026	1781493034	490	447	937	416
Sun Jun 14 22:10:34 2026	1781493034	495	442	937	379
Sun Jun 14 22:10:34 2026	1781493034	488	449	937	404
Sun Jun 14 22:10:34 2026	1781493034	405	532	937	427
Sun Jun 14 22:10:34 2026	1781493034	488	450	938	290
Sun Jun 14 22:10:34 2026	1781493034	412	526	938	473
Sun Jun 14 22:10:34 2026	1781493034	489	449	938	383
Sun Jun 14 22:10:34 2026	1781493034	487	451	938	156
Sun Jun 14 22:10:34 2026	1781493034	411	527	939	367
Sun Jun 14 22:10:53 2026	1781493053	232	707	939	694
Sun Jun 14 22:10:34 2026	1781493034	569	376	946	376
Sun Jun 14 22:10:34 2026	1781493034	533	416	949	408
Sun Jun 14 22:11:02 2026	1781493062	658	292	950	290
Sun Jun 14 22:10:56 2026	1781493056	465	486	950	420
Sun Jun 14 22:10:37 2026	1781493037	793	164	957	148
Sun Jun 14 22:10:53 2026	1781493053	677	281	957	274
Sun Jun 14 22:10:37 2026	1781493037	521	438	959	404
Sun Jun 14 22:10:39 2026	1781493039	692	268	961	264
Sun Jun 14 22:10:52 2026	1781493052	611	351	962	206
Sun Jun 14 22:10:37 2026	1781493037	524	442	966	423
Sun Jun 14 22:10:49 2026	1781493049	675	291	967	218
Sun Jun 14 22:10:50 2026	1781493050	583	384	967	384
Sun Jun 14 22:10:56 2026	1781493056	626	349	975	329
Sun Jun 14 22:10:45 2026	1781493045	624	354	978	308
Sun Jun 14 22:10:47 2026	1781493047	588	392	980	386
Sun Jun 14 22:10:38 2026	1781493038	305	682	987	213
Sun Jun 14 22:10:38 2026	1781493038	282	706	988	579
Sun Jun 14 22:10:45 2026	1781493045	638	354	992	306
Sun Jun 14 22:10:53 2026	1781493053	769	235	1004	203
Sun Jun 14 22:10:40 2026	1781493040	548	458	1006	389
Sun Jun 14 22:10:39 2026	1781493039	567	441	1007	440
Sun Jun 14 22:10:47 2026	1781493047	339	668	1008	636
Sun Jun 14 22:10:34 2026	1781493034	496	522	1017	509
Sun Jun 14 22:10:56 2026	1781493056	751	268	1018	264
Sun Jun 14 22:10:41 2026	1781493041	255	764	1019	506
Sun Jun 14 22:10:34 2026	1781493034	418	602	1020	594
Sun Jun 14 22:10:39 2026	1781493039	633	388	1021	373
Sun Jun 14 22:10:55 2026	1781493055	550	473	1022	443
Sun Jun 14 22:10:55 2026	1781493055	551	471	1022	442
Sun Jun 14 22:10:43 2026	1781493043	626	399	1024	335
Sun Jun 14 22:10:57 2026	1781493057	705	319	1025	145
Sun Jun 14 22:10:56 2026	1781493056	644	381	1025	271
Sun Jun 14 22:10:41 2026	1781493041	270	765	1035	284
Sun Jun 14 22:10:53 2026	1781493053	845	199	1044	180
Sun Jun 14 22:10:34 2026	1781493034	527	518	1045	509
Sun Jun 14 22:10:34 2026	1781493034	621	424	1045	421
Sun Jun 14 22:10:46 2026	1781493046	436	615	1051	598
Sun Jun 14 22:10:37 2026	1781493037	478	579	1057	386
Sun Jun 14 22:10:39 2026	1781493039	535	525	1060	441
Sun Jun 14 22:10:44 2026	1781493044	494	567	1061	532
Sun Jun 14 22:10:45 2026	1781493045	559	505	1064	496
Sun Jun 14 22:10:34 2026	1781493034	623	442	1066	418
Sun Jun 14 22:10:34 2026	1781493034	429	638	1067	590
Sun Jun 14 22:10:36 2026	1781493036	367	700	1067	691
Sun Jun 14 22:10:45 2026	1781493045	700	371	1072	366
Sun Jun 14 22:10:36 2026	1781493036	427	646	1073	631
Sun Jun 14 22:10:39 2026	1781493039	648	439	1087	439
Sun Jun 14 22:10:41 2026	1781493041	350	748	1098	258
Sun Jun 14 22:10:34 2026	1781493034	502	598	1100	565
Sun Jun 14 22:10:34 2026	1781493034	503	607	1110	601
Sun Jun 14 22:10:46 2026	1781493046	520	591	1111	222
Sun Jun 14 22:10:37 2026	1781493037	794	325	1119	241
Sun Jun 14 22:10:53 2026	1781493053	763	359	1122	358
Sun Jun 14 22:10:34 2026	1781493034	505	618	1122	617
Sun Jun 14 22:10:34 2026	1781493034	640	485	1125	481
Sun Jun 14 22:10:55 2026	1781493055	478	648	1126	646
Sun Jun 14 22:10:45 2026	1781493045	586	541	1127	502
Sun Jun 14 22:10:34 2026	1781493034	621	514	1135	504
Sun Jun 14 22:10:45 2026	1781493045	637	499	1136	299
Sun Jun 14 22:10:53 2026	1781493053	686	455	1141	409
Sun Jun 14 22:10:55 2026	1781493055	628	514	1141	497
Sun Jun 14 22:10:44 2026	1781493044	617	527	1144	527
Sun Jun 14 22:10:36 2026	1781493036	379	768	1147	761
Sun Jun 14 22:10:46 2026	1781493046	568	581	1149	211
Sun Jun 14 22:10:34 2026	1781493034	537	619	1156	583
Sun Jun 14 22:10:44 2026	1781493044	614	542	1156	533
Sun Jun 14 22:10:34 2026	1781493034	618	539	1157	516
Sun Jun 14 22:10:37 2026	1781493037	768	389	1157	346
Sun Jun 14 22:10:39 2026	1781493039	731	428	1159	404
Sun Jun 14 22:10:40 2026	1781493040	897	263	1160	263
Sun Jun 14 22:10:34 2026	1781493034	425	746	1171	743
Sun Jun 14 22:10:38 2026	1781493038	445	736	1181	733
Sun Jun 14 22:10:42 2026	1781493042	484	698	1182	484
Sun Jun 14 22:10:51 2026	1781493051	372	818	1189	806
Sun Jun 14 22:10:45 2026	1781493045	650	544	1194	536
Sun Jun 14 22:10:34 2026	1781493034	538	665	1203	632
Sun Jun 14 22:10:55 2026	1781493055	741	468	1209	461
Sun Jun 14 22:10:55 2026	1781493055	769	442	1211	427
Sun Jun 14 22:10:55 2026	1781493055	768	445	1213	445
Sun Jun 14 22:10:56 2026	1781493056	479	738	1217	647
Sun Jun 14 22:10:45 2026	1781493045	645	577	1222	375
Sun Jun 14 22:10:44 2026	1781493044	634	603	1237	602
Sun Jun 14 22:10:34 2026	1781493034	625	620	1244	614
Sun Jun 14 22:10:34 2026	1781493034	696	554	1250	554
Sun Jun 14 22:10:34 2026	1781493034	691	560	1251	557
Sun Jun 14 22:10:46 2026	1781493046	574	680	1253	216
Sun Jun 14 22:10:55 2026	1781493055	743	513	1256	513
Sun Jun 14 22:10:34 2026	1781493034	701	566	1267	553
Sun Jun 14 22:10:34 2026	1781493034	696	572	1268	571
Sun Jun 14 22:10:42 2026	1781493042	476	796	1272	246
Sun Jun 14 22:10:55 2026	1781493055	807	472	1280	461
Sun Jun 14 22:10:48 2026	1781493048	865	416	1281	330
Sun Jun 14 22:10:53 2026	1781493053	1026	256	1282	252
Sun Jun 14 22:10:51 2026	1781493051	1028	262	1290	172
Sun Jun 14 22:10:49 2026	1781493049	1037	257	1294	194
Sun Jun 14 22:10:55 2026	1781493055	742	553	1294	552
Sun Jun 14 22:10:44 2026	1781493044	589	707	1296	678
Sun Jun 14 22:10:44 2026	1781493044	577	722	1299	534
Sun Jun 14 22:10:47 2026	1781493047	1097	203	1300	147
Sun Jun 14 22:10:34 2026	1781493034	871	439	1310	439
Sun Jun 14 22:10:34 2026	1781493034	887	424	1310	418
Sun Jun 14 22:10:44 2026	1781493044	762	557	1319	544
Sun Jun 14 22:10:44 2026	1781493044	578	754	1332	718
Sun Jun 14 22:10:34 2026	1781493034	887	448	1335	438
Sun Jun 14 22:10:34 2026	1781493034	824	514	1338	504
Sun Jun 14 22:10:34 2026	1781493034	892	448	1341	448
Sun Jun 14 22:10:38 2026	1781493038	353	990	1343	227
Sun Jun 14 22:10:39 2026	1781493039	1079	264	1343	206
Sun Jun 14 22:10:44 2026	1781493044	698	648	1346	637
Sun Jun 14 22:10:55 2026	1781493055	576	771	1347	765
Sun Jun 14 22:10:56 2026	1781493056	550	799	1349	795
Sun Jun 14 22:10:55 2026	1781493055	550	799	1349	779
Sun Jun 14 22:10:34 2026	1781493034	871	479	1350	474
Sun Jun 14 22:10:41 2026	1781493041	275	1078	1353	291
Sun Jun 14 22:10:34 2026	1781493034	890	464	1354	459
Sun Jun 14 22:10:53 2026	1781493053	900	457	1357	416
Sun Jun 14 22:10:34 2026	1781493034	855	505	1359	504
Sun Jun 14 22:10:34 2026	1781493034	912	454	1366	450
Sun Jun 14 22:10:34 2026	1781493034	825	544	1368	538
Sun Jun 14 22:10:46 2026	1781493046	778	607	1385	601
Sun Jun 14 22:10:34 2026	1781493034	915	478	1392	474
Sun Jun 14 22:10:34 2026	1781493034	886	510	1396	510
Sun Jun 14 22:10:34 2026	1781493034	912	487	1399	481
Sun Jun 14 22:10:39 2026	1781493039	279	1121	1400	510
Sun Jun 14 22:10:34 2026	1781493034	922	486	1408	486
Sun Jun 14 22:10:58 2026	1781493058	918	490	1409	347
Sun Jun 14 22:10:53 2026	1781493053	920	493	1412	335
Sun Jun 14 22:10:44 2026	1781493044	636	791	1426	776
Sun Jun 14 22:10:44 2026	1781493044	591	836	1427	824
Sun Jun 14 22:10:44 2026	1781493044	590	837	1427	837
Sun Jun 14 22:10:34 2026	1781493034	920	511	1431	494
Sun Jun 14 22:10:52 2026	1781493052	947	488	1435	344
Sun Jun 14 22:10:44 2026	1781493044	650	792	1443	772
Sun Jun 14 22:10:43 2026	1781493043	665	815	1480	798
Sun Jun 14 22:10:54 2026	1781493054	351	1136	1487	390
Sun Jun 14 22:10:58 2026	1781493058	1102	390	1491	246
Sun Jun 14 22:10:39 2026	1781493039	280	1216	1496	228
Sun Jun 14 22:10:41 2026	1781493041	1326	174	1501	168
Sun Jun 14 22:10:37 2026	1781493037	503	1000	1503	483
Sun Jun 14 22:10:40 2026	1781493040	1285	225	1510	199
Sun Jun 14 22:10:42 2026	1781493042	715	795	1510	791
Sun Jun 14 22:10:57 2026	1781493057	1300	219	1519	162
Sun Jun 14 22:10:42 2026	1781493042	722	802	1524	788
Sun Jun 14 22:10:45 2026	1781493045	554	977	1531	408
